Q,A,label
까만색이 있엉 그런데 너무 크지 않을깡? 어떻어?,올~ 좋은데? 이걸로 줭!,0
이번 외국인 말하기 대회에 나가 보지 그랭? ,한국말 잘하는 외국인들이 얼마나 많은뎅,0
한국말 잘하는 외국인들이 얼마나 많은뎅,이번 대회에는 한국에 온 지 1년이 안 되는 사람들만 나갈 수 있대???,0
이번 대회에는 한국에 온 지 1년이 안 되는 사람들만 나갈 수 있대???,그랭? 그러면 나갈만 하넹,0
요즘 공중 화장실이 많이 변한 것 같앙,웅 음악도 나오고 앉아서 책을 읽을 수 있도록 의자가 있는 곳도 있엉,0
웅 음악도 나오고 앉아서 책을 읽을 수 있도록 의자가 있는 곳도 있엉,그러게 말이야 나두 거기서 신문을 읽다 나온 적도 있엉,0
그러게 말이야 나두 거기서 신문을 읽다 나온 적도 있엉,화장실이 아주 편안한 공간이 되었엉,0
"선생님, 요즘 봉사 활동을 시작하셨다면서요? ",응. 청소년 상담소에서 무료로 상담을 하고 있어. 직접 상담도 하고 학생들이 써 놓은 글에 답을 해 주는 일도 하고 있어.,0
응. 청소년 상담소에서 무료로 상담을 하고 있어. 직접 상담도 하고 학생들이 써 놓은 글에 답을 해 주는 일도 하고 있어.,바쁘신데 힘들지 않아??,0
바쁘신데 힘들지 않아??,아니야. 내가 조금만 시간을 내면 학생들의 고민을 덜어 줄 수 있다는 것이 정말 좋아.,0
"어, 이거 고장이넹"," 헐, 그것 봐봥 내가 좀 더 좋은 거로 사자고 했지",0
" 헐, 그것 봐봥 내가 좀 더 좋은 거로 사자고 했지",이것도 좋아 보였는데 이상하다.,0
이것도 좋아 보였는데 이상하다.,싸고 좋은 물건들도 많지만 다른 물건에 비해 너무 싸면 한 번은 의심해 볼 필요가 있는 것 같앙,0
우리 아이는 수영 선수인데 경기에 나갈 때만 되면 배가 아프다고 행 무슨 병이 있는 건 아닐깡?,검사를 해 봤는뎅 아무 이상이 없엉엉ㅠㅠ 운동선수들은 스트레스를 받아서 그런 경우가 많앙,0
검사를 해 봤는뎅 아무 이상이 없엉엉ㅠㅠ 운동선수들은 스트레스를 받아서 그런 경우가 많앙,그럼 치료는 안 받아도 되나??,0
그럼 치료는 안 받아도 되나??,웅 우선 마음을 편안하게 가질 수 있게 해 줭! 그리고 경기 결과가 나쁘게 나오더라도 아무 말씀도 하지 말고,0
날씨 보험이라는 게 뭐야?,"아, 그거? 날씨 때문에 사업이 잘 안 되거나 손해를 보면 보상을 해 주는 보험이야.",0
"아, 그거? 날씨 때문에 사업이 잘 안 되거나 손해를 보면 보상을 해 주는 보험이야.",그런 보험을 드는 사람들이 진짜 있어? 사업이 날씨의 영향을 받는다고? 그런 게 어디 있어?,0
그런 보험을 드는 사람들이 진짜 있어? 사업이 날씨의 영향을 받는다고? 그런 게 어디 있어?,왜 없어? 예를 들어 야외 행사를 다 준비했는데 비가 오면 행사를 못하게 되잖아. 야외 행사 전문인 우리 회사도 그 보험을 들었어.,0
캄캄한데 또 자전거 타고 가니?,난 자전거를 타는 게 정말 좋앙! 시원한 공기도 마시고 운동도 되고,0
난 자전거를 타는 게 정말 좋앙! 시원한 공기도 마시고 운동도 되고,무슨 말인지 알겠는데 밤에는 너무 위험해. 그렇지 않아도 어두운데 너처럼 옷도 까만색으로 입으면 보이겠니? 정 그러면 옷이라도 바꿔 입어.,0
무슨 말인지 알겠는데 밤에는 너무 위험해. 그렇지 않아도 어두운데 너처럼 옷도 까만색으로 입으면 보이겠니? 정 그러면 옷이라도 바꿔 입어.,"아, 아. 알았옹",0
한국인으로서는 최초로 미국의 세계 문화센터에서 공연을 하셨는데 소감 좀 말씀해 줭,정말 감격스러워 노래를 부르면서도 눈물이 났어 어릴 때 돌아가신 부모님 생각도 많이 났고 ,0
정말 감격스러워 노래를 부르면서도 눈물이 났어 어릴 때 돌아가신 부모님 생각도 많이 났고 ,그동안 힘든 점이 무척 많으셨지요,0
그동안 힘든 점이 무척 많으셨지요,"웅웅!!! 경제적으로, 정신적으로 힘들었던 때가 한두 번이 아니었어. 나를 아껴 주는 팬들이 계셔서 내가 여기까지 온 것 같쭘니당!!",0
"웅웅!!! 경제적으로, 정신적으로 힘들었던 때가 한두 번이 아니었어. 나를 아껴 주는 팬들이 계셔서 내가 여기까지 온 것 같쭘니당!!",그럼 힘이 돼 주신 분들께 한 말씀 해줘,0
요즘 정부에서 계획하는 개발은 환경에 미치는 영향을 미리 고려하기 때문에 크게 문제 될 것이 없다고 생각행,그렇지 않앙 개발 기간 동안 망가지는 자연을 많이 보시지 않았을깡??,0
그렇지 않앙 개발 기간 동안 망가지는 자연을 많이 보시지 않았을깡??,한강 공원 개발도 많은 분들이 자연 파괴를 이유로 반대했었지만 지금은 어떻어? 평화롭게 낚시를 하는 분들을 여기저기서 볼 수 있엉!!  ,0
한강 공원 개발도 많은 분들이 자연 파괴를 이유로 반대했었지만 지금은 어떻어? 평화롭게 낚시를 하는 분들을 여기저기서 볼 수 있엉!!  ,그렇게 되기까지 4년이 넘게 걸렸습니다. 그동안 죽어서 사라진 생물들이 얼마나 많겠어?,0
취업을 앞둔 사람들에게 좋은 자기 소개서란 어떤 것인지 말씀을 좀 해 주시죠.,좋은 자기 소개서에는 단순히 자신의 과거 기록만 늘어놓아서는안 돼,0
좋은 자기 소개서에는 단순히 자신의 과거 기록만 늘어놓아서는안 돼,어떤 의미인지 좀더 보충 설명을 해 주시겠어?,0
어떤 의미인지 좀더 보충 설명을 해 주시겠어?,"자신이 남들과 다른 점이 무엇인지, 자신만의 장점을 제시하는 것이 좋은 자기소개서라는 뜻이야",0
선생님 눈이 뻑뻑하면서 충혈되고 눈에 뭐가 낀 것 같앙,눈 좀 보여 줭! 눈이 많이 건조하시넹 특히 지금 같은 겨울철엔 조심해,0
눈 좀 보여 줭! 눈이 많이 건조하시넹 특히 지금 같은 겨울철엔 조심해,원인이 뭐죠?,0
원인이 뭐죠?,지나친 난방 때문에 그런 경우가 있엉 그럴 땐 자주 눈을 깜박여 줭! 가끔 눈 마사지를 해 주되 눈을 비비지는 말고,0
대학 내에서도 흡연할 권리가 있다는 주장과 주변인의 건강 보호권이 중요하다는 주장이 서로 충돌하고 있는뎅 어떻게 생각하십니까?,건강 보호권은 생명권까지 연결되는 것이므로 흡연할 권리보다 우선되는 기본권이라고 할 수 있엉!!,0
건강 보호권은 생명권까지 연결되는 것이므로 흡연할 권리보다 우선되는 기본권이라고 할 수 있엉!!,웅웅!!! 그러쿤! 그렇다면 대학 내 흡연 문화에 대한 개선안으로 어떤 것들이 있을깡?,0
웅웅!!! 그러쿤! 그렇다면 대학 내 흡연 문화에 대한 개선안으로 어떤 것들이 있을깡?,각 대학에서는 학교 내에서 금연 치료를 실시할 수 있도록 하여야 한다고 생각행,0
"선생님, 혹시 김치의 신맛을 줄일 수 있는 방법이 있어?",물론 있엉!! 김치가 시었을 경우에 신 김치 한 포기에 날달걀 두 개 정도를 넣어 두었다가 하루 뒤에 꺼내 봐봥,0
물론 있엉!! 김치가 시었을 경우에 신 김치 한 포기에 날달걀 두 개 정도를 넣어 두었다가 하루 뒤에 꺼내 봐봥,그런 방법은 어떤 과학적인 원리가 있는 거야?,0
그런 방법은 어떤 과학적인 원리가 있는 거야?,김치가 시는 것은 산이 생긴다는 것이니까 이것을 중화시키면 되는 거지,0
지금과 같은 정치적 상황에서 북한에 식량을 지원하는 것은 불필요한 것이라고 생각행,북한에 대한 지원은 정치적인 차원에서가 아니라 인도적인 차원에서 지속적으로 이루어져야 한다고 생각행,0
북한에 대한 지원은 정치적인 차원에서가 아니라 인도적인 차원에서 지속적으로 이루어져야 한다고 생각행,인도적인 차원의 지원이 필요하다는 데에는 동의행 그러나 북한 자체적으로 생기는 경제적 어려움을 우리가 해결할 수는 없지 않어?,0
인도적인 차원의 지원이 필요하다는 데에는 동의행 그러나 북한 자체적으로 생기는 경제적 어려움을 우리가 해결할 수는 없지 않어?,물론이야. 그러나 북한의 상황은 그런 것을 따지기 어려울 만큼 심각하다는 사실을 인식해야 행,0
정말 고마워,내가 뭘 한 게 있다고 그랭??,0
내가 뭘 한 게 있다고 그랭??,무슨 그런 겸손의 말씀을……. 덕분에 일을 잘 끝낼 수 있었어,0
무슨 그런 겸손의 말씀을……. 덕분에 일을 잘 끝낼 수 있었어,그럼 언제 밥이나 한 번 사줭!,0
그럼 언제 밥이나 한 번 사줭!,물론이지. 가고 싶은 곳 있으면 말해봐!,0
이번 달에도 생활비가 적자야 도대체 어디에다 돈을 쓴 거지?,그래? 어디 돈 쓸 일이 많았나 보지.,0
그래? 어디 돈 쓸 일이 많았나 보지.,"아니, 뭐 그런 것 같지는 않은데도 그래. 내가 생활비 관리를 잘 못하나 봐.",0
"아니, 뭐 그런 것 같지는 않은데도 그래. 내가 생활비 관리를 잘 못하나 봐.",그럼 가계부를 한 번 써보는 게 어때?,0
최근에 생산자와 소비자를 직접 연결하는 인터넷 직거래가 많이 일어나고 있는데 어떤 장점이 있어?,"생산자와 소비자 모두 시간적, 공간적 제약을 받지 않는다는 거징?? 그리고 소비자 입장에서는 저렴하게 구입할 수 있다는 점도 있고",0
"생산자와 소비자 모두 시간적, 공간적 제약을 받지 않는다는 거징?? 그리고 소비자 입장에서는 저렴하게 구입할 수 있다는 점도 있고",그렇지만 문제점도 많다고 하는뎅,0
그렇지만 문제점도 많다고 하는뎅,웅 관리자가 쇼핑몰 관리를 잘 못해서 상품을 찾기 어려운 경우가 있엉!! 또한 교환 환불이 원활하지 않다는 점이 그런 것이징,0
요즘 생활비가 너무 많이 들어서 걱정이야,전기요금도 올랐고 다른 물건 값도 많이 올랐으니까 그럴 만행,0
전기요금도 올랐고 다른 물건 값도 많이 올랐으니까 그럴 만행,식비밖에는 아낄 데가 없는데 어떻게 하면 좋징???,0
식비밖에는 아낄 데가 없는데 어떻게 하면 좋징???,"아, 저녁 때 슈퍼마켓에 가면 야채나 생선을 아주 싸게 판다고 들었어!",0
요즘은 김치를 사 먹는 사람이 많다더라고 ,"그래도 우리는 집에서 김치를 담가 먹쟈,",0
"그래도 우리는 집에서 김치를 담가 먹쟈,",담그기가 힘들어서 여자들이 싫어한다던뎅??,1
담그기가 힘들어서 여자들이 싫어한다던뎅??,웅 그런데 파는 김치가 우리 식구들 입맛에 잘 안 맞앙!! 그래서 좀 힘들지만 담가 먹쟈.,0
요즘 약을 쓰지 않고 야채를 길러 가정까지 배달해 주는 곳이 있어서 와 봤습니다. 요즘 주문이 많어?,웅 올해 봄부터 주문이 갑자기 많아져서 주문하신 것만큼 다 갖다 드리지도 못하고 있엉!! 그래서 내년에는 좀더 많이 기르려고 행,0
웅 올해 봄부터 주문이 갑자기 많아져서 주문하신 것만큼 다 갖다 드리지도 못하고 있엉!! 그래서 내년에는 좀더 많이 기르려고 행,주문을 하지 않아도 살 수 있어?,0
주문을 하지 않아도 살 수 있어?,전화나 인터넷으로 주문을 하셔야 사실 수 있엉!!,0
이 식당이 50년 됐다고요?,웅 할아버지 때부터 했으니깡?,0
웅 할아버지 때부터 했으니깡?,원래부터 식당 일 할 생각을 했엉???,0
원래부터 식당 일 할 생각을 했엉???,아뇨. 직장에 다니다가 할아버지가 돌아가신 후에 하게 됐어 ,0
아뇨. 직장에 다니다가 할아버지가 돌아가신 후에 하게 됐어 ,직장을 그만두고 식당을 하게 되신 특별한 이유가 있어?,0
직장을 그만두고 식당을 하게 되신 특별한 이유가 있어?,자주 오시는 손님들도 생각나고 할아버지 생각도 나서 ,0
혹시 역앞에 있는 가게 이야기 들었어요?,무슨 가게인뎅??,0
무슨 가게인뎅??,안 쓰는 물건을 필요한 물건으로 바꿀 수 있는 곳이래,0
안 쓰는 물건을 필요한 물건으로 바꿀 수 있는 곳이래,그랭? 그럼 집에 있는 옷하고 신발을 다른 거로 바꿔 오면 좋겠당 ㅜㅜㅜ 그런데 그 가게 정확한 위치가 어디야?,0
그랭? 그럼 집에 있는 옷하고 신발을 다른 거로 바꿔 오면 좋겠당 ㅜㅜㅜ 그런데 그 가게 정확한 위치가 어디야?,인터넷에 나와 있을 꼬얌!,0
인터넷에 나와 있을 꼬얌!,웅 한번 찾아 봐야겠당,0
잠깐 시간 좀 있으세요? 우리 회사에서 만든 건강과 다이어트에 관한 최신 비디오를 소개해 드리려고 하는뎅,이런 비디오가 많이 나와 있던데 이 비디오는 뭐 특별한 게 있을까??,0
이런 비디오가 많이 나와 있던데 이 비디오는 뭐 특별한 게 있을까??,웅 처음 시작하는 사람들도 쉽게 따라할 수 있도록 만들었엉 그리고 일 주일 동안 써 보신 후에 마음에 드면 그때 돈을 내셔도 돼,0
웅 처음 시작하는 사람들도 쉽게 따라할 수 있도록 만들었엉 그리고 일 주일 동안 써 보신 후에 마음에 드면 그때 돈을 내셔도 돼,정말요? 그거 아주 올~ 좋은데?,0
친구들이 모두 유학을 가는데 난 어떻게 해야 할지 모르겠엉,유학 간다면 특별히 하고 싶은 공부가 있어?,0
유학 간다면 특별히 하고 싶은 공부가 있어?,"아닝, 그렇지는 않앙",0
"아닝, 그렇지는 않앙",그럼 먼저 내가 정말 하고 싶은 게 뭔지 생각해 봐봥 그. 후에 유학을 계획해도 늦지 않을 거야,0
사장님께서는 직원을 뽑을 때 무엇을 먼저 보십니까?,난 그 사람이 다른 사람들과 잘 어울리는 성격인지를 봥 회사는 여러 사람이 모여서 일하는 곳이니깡?,0
난 그 사람이 다른 사람들과 잘 어울리는 성격인지를 봥 회사는 여러 사람이 모여서 일하는 곳이니깡?,그럼 능력은 안 봐??,0
그럼 능력은 안 봐??,능력도 중요하다고 생각행 그러나 무엇보다도 중요한 것은 성격이라고 생각행,0
어휴 빨리 좀 할 수 없어?,시간도 많은데 왜 그렇게 서둘러? 실수하면 어떻게 하려고?,0
시간도 많은데 왜 그렇게 서둘러? 실수하면 어떻게 하려고?,그럼 넌 일을 천천히 하는 게 좋다는 거야?,0
그럼 넌 일을 천천히 하는 게 좋다는 거야?,일을 빨리 끝내는 것보다는 일을 얼마나 잘하느냐가 중요하다는 거지.,0
"어휴, 추워. 정말 겨울이 됐나 봐.",그래. 12월이니까 추워질 때도 됐어.,0
그래. 12월이니까 추워질 때도 됐어.,이곳의 겨울이 춥다는 말을 많이 들었는데 정말 그런 것 같다.,0
이곳의 겨울이 춥다는 말을 많이 들었는데 정말 그런 것 같다.,그래? 이제 시작인데 벌써부터 그러면 걱정이웅,0
